movieid,title,genre,id,img_path,summary
1137,Hustler White (1996),['Romance'],1137,dataset/ml1m-images\1137.jpg,"        ""White Hustler"" or ""Hustler White"" is a 1996 American crime thriller film directed by Scott Glenn. The movie follows Bernie Winters, played by Billy Ray Cyrus, a struggling salesman who dreams of living the life of a pimp and hustling the streets of Atlanta.

Disguised as a prostitute and operating under the alias Rocco, Bernie convinces his loyal friends to join him in his new venture. Together, they build a profitable escort service and engage in dangerous illegal activities.

But when a client is murdered, Bernie and his associates find themselves under investigation by law enforcement. Desperate to clear their names and avoid arrest, they conspire to eliminate anyone who poses a threat to their operation.

As the stakes become higher and the body count rises, Bernie and his partners face tough choices and difficult moral quandaries. With its gritty atmosphere, intelligent direction, and strong performances, ""White Hustler"" offers a cautionary tale about the corrupting influence of power and the risks associated with criminal endeavors.</s>"
3032,"Omega Man, The (1971)",['Sci-Fi'],3032,dataset/ml1m-images\3032.jpg,"      ""Omega Man"" is a 1971 American post-apocalyptic thriller film directed by Boris Leven and starring Charlton Heston. In a future ravaged by a deadly plague that has wiped out most of the population, the last surviving humans live in heavily fortified cities protected by genetic mutants known as ""Apes.""

The story follows the experiences of Dean Brooks, portrayed by Charlton Heston, a scientist who is captured by the Apes and held captive in a prison underground. There, he witnesses the brutal treatment inflicted upon his fellow prisoners and begins to formulate a plan to defeat the Apes and save humanity.

Armed with knowledge and determination, Dean escapes and sets out on a dangerous mission to find and connect with the remaining human survivors scattered throughout the countryside. Along the way, he faces a range of challenges and threats from both the infected humans and the ruthless leaders of the Apes.

Fueled by its bleak vision of a post-apocalyptic world and its exploration of the limits of human strength and ingenuity, ""Omega Man"" is a thought-provoking and thrilling cinematic experience."
3669,Stay Tuned (1992),['Comedy'],3669,dataset/ml1m-images\3669.jpg,"        ""Stay Tuned"" is a 1992 American comedy film directed by Jerry Seinfeld. The movie follows Harry, portrayed by Seinfeld himself, a cable installer who faces numerous malfunctions on the job. One evening, while attempting to fix a problem at a customer's home, Harry is sucked into the television screen and enters the fantastical world of ""The Late Show with Larry King.""

There, Harry meets ""Newsy"" Neighborhood News anchor Dave Puddy, played by Walter Mathieu, and Larry King, portrayed by himself. As he tries to make his way back home, Harry must navigate the chaotic and unpredictable world of television news and entertainment.

Throughout the film, Harry encounters various celebrities, including Whoopi Goldberg, Jay Leno, and Oprah Winfrey. He also contributes to the development of an ingenious invention that would revolutionize the broadcast industry.

With its clever mix of humor and meta-cinematographic elements, ""Stay Tuned"" showcases Seinfeld's versatility as an actor and writer, making for an entertaining and memorable viewing experience.</s>"
2582,Twin Dragons (Shuang long hui) (1992),"['Action', 'Comedy']",2582,dataset/ml1m-images\2582.jpg,"      ""Twins Dragons"" or ""Shuang Long Huai"" is a 1992 Hong Kong kung fu film directed by Lawrence Lau and starring Jackie Chan and Johnny Legends. The movie follows twin brothers Chan Chun Kwan and Chan Chun Choi, portrayed by Jackie Chan and Michael Michele, who were separated at birth and reunite after decades apart.

Chan Chun Kwan is raised by his adopted brother, a wealthy businessman named Cheng Fu, and trained in the arts of combat and martial arts. Meanwhile, Chan Chun Choi grows up in poverty and develops a reputation as a skilled street fighter.

The twins are brought together when Cheng Fu is targeted by the evil business magnate Soo, played by Lee Van Cleef. Determined to avenge his adoptive father and locate his long-lost sibling, Chan Chun Kwan embarks on a perilous journey filled with fights, betrayals, and surprising revelations about their shared past.

Combining exhilarating fight scenes, stunning visual effects, and unforgettable performances, ""Twins Dragons"" is a thrilling"
3103,Stanley & Iris (1990),"['Drama', 'Romance']",3103,dataset/ml1m-images\3103.jpg,"        ""Stanley & Iris"" is a 1990 Australian comedy film directed by John Waters. The movie follows Stanley, portrayed by John Waters himself, a talented writer struggling to find his voice and make a name for himself in the literary world.

One day, Stanley receives a letter from an anonymous benefactor, who promises to fund his literary aspirations if he produces a certain number of manuscript pages each week. Encouraged by the opportunity, Stanley embarks on a frenzied writing spree, fueled by copious amounts of cocaine.

As Stanley completes his assignment, he finds himself grappling with the complexities of his relationship with Iris, portrayed by Hugo Race. Iris is a complex character, alternately charming, infuriating, and abusive, pushing Stanley to confront his own limitations and insecurities.

Filled with memorable characters, outrageous humor, and biting social commentary, ""Stanley & Iris"" showcases John Waters' unique artistic sensibilities and his keen insight into the human condition. The film is a commentary on the dangers of addiction, artistic ambition, and the complexity of modern relationships.</s>"
3404,Titanic (1953),"['Action', 'Drama']",3404,dataset/ml1m-images\3404.jpg,"       ""Titanic"" is a 1953 American epic disaster film directed by Joseph Mankiewicz. The movie recreates the doomed voyage of the world's largest ocean liner, the Titanic, which sank in April 1912.

The film centers around the intertwining stories of several passengers aboard the ship, including Rose, portrayed by Debbie Reynolds; Jack Dawson, played by Cliff Robertson; Ruth DeWitt Bukater, played by Françoise Hardy; and Oliver Hutchinson, portrayed by Richard Burton.

As the ship sets sail on its maiden voyage, each passenger deals with the challenges and opportunities presented by their surroundings. Rose, engaged to upper-class man Cal Hockley, portrayed by Ronald Colman, rebels against her confining lifestyle and becomes smitten with Jack. Meanwhile, Ruth, an artist, faces pressure to marry a wealthy aristocrat to secure her financial future.

As the Titanic hits icebergs and sinks, the characters are thrust into desperate situations, testing their bravery, resourcefulness, and resolve. Through their collective experiences, they learn valuable lessons about love, survival"
1511,A Chef in Love (1996),['Comedy'],1511,dataset/ml1m-images\1511.jpg,"         ""A Chef in Love"" is a 1996 French romantic comedy film directed by Pierre Salvadori. The movie follows the story of Pierre Lecomte, portrayed by Fabrice Luchini, a renowned Parisian chef who is deeply in love with his sous-chef, Suzanne Devert, played by Murielle Raymond.

However, their relationship is challenged when Pierre is offered the opportunity to open his own restaurant in New York City. With Suzanne's reluctance to leave France and pursue a new life overseas, Pierre must make a difficult decision between his career and his love.

To win Suzanne's heart, Pierre embarks on a series of culinary challenges designed to impress the toughest food critics and dining establishments in New York City. Along the way, he learns important life lessons and discovers the true meaning of love.

Filled with memorable characters, mouthwatering recipes, and heartwarming romance, ""A Chef in Love"" is a delicious and delightful celebration of passion, creativity, and the pursuit of happiness in life and love.</s>"
3362,Dog Day Afternoon (1975),"['Comedy', 'Crime', 'Drama']",3362,dataset/ml1m-images\3362.jpg,"         ""Dog Day Afternoon"" is a 1975 American crime thriller film directed by Sidney Pollack. The movie follows the story of Sonny Wertz Jr., played by Al Pacino, a small-time criminal who robs a bank in Brooklyn.

With his accomplice, Sally Solomon, portrayed by Jennifer Jones, Sonny stages a daring heist, taking hostages and demandingly ordering the bank employees to pack bags filled with cash. As the authorities launch a massive manhunt, the hostages become embroiled in a tense and volatile situation.

As the heist unfolds, Sonny's motives become clear. He is seeking revenge on his estranged father, a notorious gangster, and wants to use the money to fund his own criminal empire. However, the delicate balance of his carefully planned operation begins to unravel as the police close in and the situation becomes increasingly volatile.

Filled with tension, drama, and unforgettable performances, ""Dog Day Afternoon"" is a gripping portrayal of the criminal mind and the consequences of greed, desperation, and flawed judgment.</s>"
2596,SLC Punk! (1998),"['Comedy', 'Drama']",2596,dataset/ml1m-images\2596.jpg,"           ""SLC Punk!"" is a 1998 American coming-of-age film directed by Kevin Smith. The movie follows the story of Stewart Lillienfeld, portrayed by Jason Lee, a rebellious teenager living in Salt Lake City, Utah.

Stewart is a devoted fan of punk rock music and an outsider in his conservative suburban community. He becomes increasingly frustrated with his daily routine and the lack of authenticity and passion in his life.

When he meets Happy Swofford, portrayed by Seth Green, a charismatic and eccentric former classmate who has left the suburbs to pursue a life of skateboarding and punk rock, Stewart becomes inspired to break free from his own constraints.

Together with their friends, they embark on a series of misadventures and challenges, such as attending shows by their favorite bands and getting arrested for vandalism. Along the way, they learn valuable lessons about friendship, freedom, and the importance of staying true to oneself.

Filled with humor, energy, and a distinct punk rock aesthetic, ""SLC Punk!"" is a captivating and relatable exploration of adolescent angst, rebellion, and"
2886,"Adventures of Elmo in Grouchland, The (1999)","[""Children's"", 'Comedy']",2886,dataset/ml1m-images\2886.jpg,"                ""The Adventures of Elmo in Grouchland"" is a 1999 American animated film directed by Frank Oz and Ralph Zondag. The movie follows the story of Elmo, portrayed by Frank Oz, a young muppet who loves learning new things and making friends.

Elmo is invited to visit his penpal, a human named Zoe, played by Audra McDonald, and her family in Grouchland, home to the notorious Grumpy Grouches. Despite the initially hostile environment, Elmo sets out to make friends with the Grouches and learn the secrets of their hidden talents.

In the process, Elmo discovers that even the Grouches have good hearts and learns valuable lessons about empathy, kindness, and the importance of believing in oneself. Along the way, he gains the respect and friendship of the Grouch leader, Gropletski, played by Tim Curry.

Filled with vibrant animation, memorable characters, and uplifting messages, ""The Adventures of Elmo in Grouchland"" is a joyous and educational tale that teaches children about the value of patience, understanding, and friendship.</s>"
2734,"Mosquito Coast, The (1986)",['Drama'],2734,dataset/ml1m-images\2734.jpg,"                ""Mosquito Coast"" is a 1986 American adventure film directed by Roland Joffé. The movie stars Harrison Ford, playing the role of Andy Harris, a father of three who seeks refuge from the stress and chaos of suburban life by moving his family to the jungles of Belize.

Andy is driven by a deep need to rediscover his passion for wildlife conservation and to instill a sense of wonder and appreciation for the natural world in his children. In the remote jungle village, he teaches his children the art of carving and helps the locals construct a better irrigation system, fostering goodwill and friendship.

However, Andy's peace and contentment are threatened when nearby villages are attacked by a feared and aggressive species of mosquito. The invasion triggers a bitter rivalry between the different tribes and forces Andy and his family to confront the harsh realities of survival.

In the midst of the crisis, Andy and his family come to realize the true cost of isolation and the need for collaboration and unity. As the mosquito threatens to destroy their newfound home, they must draw upon their collective strengths and work together to find a solution.

F"
3079,Mansfield Park (1999),['Drama'],3079,dataset/ml1m-images\3079.jpg,"               ""Mansfield Park"" is a 1999 British period drama film directed by Kenneth Graham. The movie stars Kate Winslet, playing the role of Mary Crawford, and Colin Firth, as Sir Thomas Bertram, in an adaptation of Jane Austen's classic novel.

The story revolves around the lives of the Crawford family, consisting of Sir Thomas, Lady Catherine, and their two daughters, Mary and Julia. Although Mary displays considerable intelligence and passion for literature, her ambitions and assertiveness often lead her into trouble.

On a family visit to Mansfield Park, their ancestral estate, the sisters encounter Fanny Price, portrayed by Holly Valance, a shy and modest young girl whom Mary takes under her wing. As the two women bond over their shared love for books, Mary mentors Fanny and introduces her to the wider world, broadening her perspective and exposing her to new ideas.

However, Mary's brash behavior and selfish tendencies lead to misunderstandings and hurt feelings, straining her relationships with her family and friends. In contrast, the quiet and reserved Fanny embodies virtues of propriety, modesty, and benevolence"
1709,Legal Deceit (1997),['Thriller'],1709,dataset/ml1m-images\1709.jpg,"                  ""Legal Deceit"" is a 1997 British legal thriller film directed by John Badham. The movie stars Ian Holm, playing the role of criminal defense attorney Raymond Ohlmann, and Wendy Clink, portraying the prosecutor, Sarah Thompson.

Ohlmann is hired to represent an innocent man, Mark MacCallister, portrayed by Stephen Bradbury, who has been falsely accused of brutally assaulting his girlfriend, Laura Marshall, played by Sophie Birkett. The case is fraught with ambiguity, as Laura's testimony appears to be inconsistent and contradictory.

In the midst of the trial, Sarah and Ohlmann engage in a battle of wits and intellects, each determined to win the case and demonstrate their superior legal expertise. As the two professionals become increasingly invested in the outcome of the trial, their personal lives begin to unravel, reflecting the turbulent nature of their professional rivalry.

As the truth about Laura's attacks is slowly uncovered, Ohlmann uncovers a sinister conspiracy involving Sarah, her colleagues, and a criminal organization. As the stakes get higher and the darkness of the"
1809,Hana-bi (1997),"['Comedy', 'Crime', 'Drama']",1809,dataset/ml1m-images\1809.jpg,"                      ""Hana-Bi"" is a 1997 Japanese yakuza film directed by Naoyoshi Yamamoto. The movie stars Toshiro Mifune, playing the role of Kyoko Onizuka, a terminally ill ex-gangster who seeks redemption for his past mistakes by assisting his former colleague, Teruhiko Watari, portrayed by Kenji Sawada, in a criminal enterprise.

Onizuka is diagnosed with terminal liver cancer and is given only a few months to live. Realizing that his days are numbered, he contacts Watari, his former partner in crime, and proposes a plan to help him smuggle illicit cargo across the border into South Korea.

Watari, initially skeptical of Onizuka's proposal, eventually agrees to collaborate on the project. Together, they recruit a crew of drivers, mechanics, and gunsmiths, each of whom has their reasons for participating in the operation.

As the deadline for Onizuka's operation draws closer, tensions rise between the crew members and the opposing side, resulting in a thrilling and explosive climax. In the after"
557,Mamma Roma (1962),['Drama'],557,dataset/ml1m-images\557.jpg,"                 ""Mamma Roma"" is a 1962 Italian-French melodrama film directed by Giuseppe Garcea and Vittorio De Sica. The movie stars Anna Magnani, playing the eponymous character, Mama Roma, a middle-aged Italian woman who works as a prostitute in a slum in Rome.

Mama Roma is faced with the challenge of supporting her young son, Marco, after her lover and primary breadwinner dies violently. Struggling to provide for her family, she turns to her profession as a prostitute to generate income.

Over the course of the film, Mama Roma navigates her relationships with clients, customers, and competitors in the underworld. She faces the harsh realities of the sex trade, including the constant threat of violence and disease.

Yet, despite her daily struggles, Mama Roma maintains a fierce love and protection for her son, striving to provide him with a stable and safe upbringing. The film explores themes of maternal love, sacrifice, and the resilience of the human spirit in the face of adversity.

Filled with powerful performances and poignant moments, ""Mamma Roma"""
534,Shadowlands (1993),"['Drama', 'Romance']",534,dataset/ml1m-images\534.jpg,"                      ""Shadowlands"" is a 1993 British-American drama film directed by Neil Paynter. The movie stars Anthony Hopkins, playing the role of Prof. Hugh Price, a distinguished academic and atheist, and Debra Messing, portraying Claire Callahan, an eccentric and bereaved American woman.

Prof. Price is approached by a former student, played by Kate Nelligan, asking him to read her sister's recently published manuscript. Though skeptical of the claims in the book, Prof. Price agrees to examine it.

The manuscript, titled ""Crucible: Heaven and Hell in Modern Ireland,"" revolves around the relationship between a Protestant minister, Lord Dunbar, and his Catholic concubine, Kathleen O'Donnell. As Prof. Price delves into the book's content, he discovers a spiritual and emotional journey that challenges his own beliefs and perspectives.

Simultaneously, Prof. Price and Claire form a tentative friendship. Claire is grappling with the loss of her husband and the trauma of witnessing his death by murder. As their bond deepens, they exchange intimate personal stories and gain a greater understanding of each"
1908,Resurrection Man (1998),"['Drama', 'Thriller']",1908,dataset/ml1m-images\1908.jpg,"                      ""Resurrection Man"" is a 1998 American comedy film directed by Wes Craven. The movie stars Wes Craven himself, playing the dual roles of Jay Calderbank and Raymond Blaisdell.

The film opens with a montage of Jay Calderbank, a down-on-his-luck actor, going through auditions and interviews, all of which result in failure. Frustrated and disheartened, Jay decides to commit suicide.

However, instead of passing away, Jay miraculously survives and emerges as a powerful figure known only as ""Resurrection Man."" Armed with newfound confidence and extraordinary abilities, Jay begins to make a name for himself in the world of crime, starting with the murder of the Mayor's assistant.

Raymond Blaisdell, Jay's former roommate and occasional drinking buddy, becomes aware of Jay's transformation and decides to take advantage of his newfound power. Together, they embark on a criminal rampage, robbing banks and causing chaos in the city.

As the police hunt down the elusive Resurrection Man, Jay and Raymond's friendship is pushed to its breaking point, ultimately"
1363,"Preacher's Wife, The (1996)",['Drama'],1363,dataset/ml1m-images\1363.jpg,"                      ""Preacher's Wife, The"" is a 1996 American Christian comedy film directed by Penny Marshall. The movie stars Whitney Houston, playing the role of Cheryl Ann Walker, and Eddie Murphy, portraying Jeremiah Clarkson.

Cheryl Ann is an ambitious fashion designer who marries Jeremiah Clarkson, the new reverend at her church. Initially, their relationship is harmonious, but tension arises as Jeremiah becomes increasingly strict and controlling in his role as head of the household.

Meanwhile, Cheryl Ann faces her own internal struggles as she grapples with balancing her demanding career and fulfilling her duties as a wife and mother. She begins to question whether her ambition and independence are conflicting with her faith and family responsibilities.

Jeremiah and Cheryl Ann's conflicting views on various aspects of their lives lead to misunderstandings and marital problems. As the situation escalates, they turn to their trusted friends and family for advice and guidance.

In the end, Cheryl Ann learns the importance of prioritizing her faith and family, realizing that her career should complement, not detract from"
3751,Chicken Run (2000),"['Animation', ""Children's"", 'Comedy']",3751,dataset/ml1m-images\3751.jpg," ""Chicken Run"" is a 2000 British stop-motion animated film directed by Peter Lord and Nick Park. The film follows the adventures of Ginger, a chicken who dreams of becoming a rock star, and his bandmates as they try to save their farm from being turned into a theme park.

The film was released on August 18, 2000 in the United Kingdom and on November 17, 2000 in the United States. It received critical acclaim for its humor, animation, and use of practical effects, and went on to win an Academy Award for Best Animated Feature.

Some notable voice actors who lent their voices to the film include Mel Gibson as Ginger, Julia Sawalha as Pinky, Tara Strong as Stella, Simon Pegg as Rocky, and Timothy Spall as Farmer McPhee. The film's soundtrack features original music by Rick Wakeman and Paul McCartney.</s>"
3283,Minnie and Moskowitz (1971),['Action'],3283,dataset/ml1m-images\3283.jpg," ""Minnie and Moskowitz"" is a 1971 American comedy film directed by John Kricfalusi. The film stars Don Knotts and Sally Field as two eccentric characters named Felix and Marcy Minnowitz who set out to find love in New York City.

Felix is a struggling artist who lives with his mother in a rundown apartment. He becomes obsessed with finding a beautiful woman he saw walking down the street and spends all his time tracking her down. Meanwhile, Marcy is a runaway girl who has joined a group of hippies living in an abandoned warehouse. She is searching for a place to call home and finds herself drawn to Felix and his passion for art.

As Felix and Marcy's paths cross, they become increasingly entwined in each other's lives and ultimately fall in love. However, their happiness is threatened when Felix's friends and family disapprove of his relationship with the rebellious Marcy.

""Minnie and Moscowitz"" was released on June 24, 1971 in theaters across the United States. Despite generally positive reviews, the film was not a commercial success and did not"
1495,Turbo: A Power Rangers Movie (1997),"['Action', 'Adventure', ""Children's""]",1495,dataset/ml1m-images\1495.jpg,"  ""Turbo: A Power Rangers Movie"" is a 1997 American action film based on the television series ""Power Rangers"". Directed by Brian Levant and written by Max Fischer, David Eckstein, and Miles Millar, the movie follows the adventure of the Turbo Rangers as they team up with the Turbo Jet Force to stop the evil Malachite and his army of shadow warriors from destroying the world.

The film opens with the Turbo Ranger team receiving their new Turbo Zords and joining forces with the Turbo Jet Force. They embark on a mission to retrieve an ancient crystal that holds the power to destroy the universe. Along the way, they face challenges such as encountering old enemies and navigating through treacherous terrain.

When they arrive at Malachite's headquarters, they discover that he plans to use the crystal to create a powerful weapon capable of destroying entire planets. With time running out, the Turbo Rangers must work together to stop him and restore balance to the galaxy.

The cast of the film includes Jason Statham as Ryan Steele, Blair Underwood as Dimitri Petrov, Ashley Johnson as Max Cooper, Elizabeth Hurley as Am"
1772,Blues Brothers 2000 (1998),"['Action', 'Comedy', 'Musical']",1772,dataset/ml1m-images\1772.jpg,"  ""Blues Brothers 2000"" is a 1998 American comedy film directed by John Landis and co-written by Dan Aykroyd and Tom Mccarthy. The film serves as a sequel to the popular 1980 comedy classic ""The Blues Brothers"", which starred Aykroyd and Dan Ayumdahou Osei as Jake and Elwood Blues.

In this follow-up film, Elwood Blues, played by Aykroyd, returns after having been out of prison for five years. He sets off on a new journey to reconnect with his estranged brother Jake, played by Jamie Foxx, and continues to pursue their dream of starting a blues band again. Along the way, they must navigate through various obstacles, including rival gangsters and corrupt politicians.

While trying to recruit musicians for their new band, Elwood and Jake come across several familiar faces from the first film, including Eddie Murphy as Ray Charles and James Brown as himself. The two brothers also meet new characters, including Jessica Alba as a young singer who joins their band and Wyclef Jean as a rapper who becomes their manager.

Despite facing numerous"
3327,Beyond the Mat (2000),['Documentary'],3327,dataset/ml1m-images\3327.jpg,"   ""Beyond the Mat"" is a 2000 American sports documentary film directed by George Hood. The film takes a behind-the-scenes look at professional wrestling and focuses specifically on the training methods used by independent promoters like Joe DeFranco. The film explores themes of perseverance, dedication, and sacrifice required to succeed in the world of professional wrestling.

The film centers around several aspiring professional wrestlers who train under Joe DeFranco, including Matt Hardy, Chris Jericho, CM Punk, and Rob Van Dam. Through interviews with these athletes, as well as footage of their training sessions, viewers gain insight into the grueling physical and mental demands placed on them. The film also delves into the political landscape of the professional wrestling industry, showing how independent promotions struggle against larger corporations like World Wrestling Entertainment.

Throughout the course of the film, viewers witness the high stakes of professional wrestling matches, including fatalities and injuries sustained by wrestlers during performances. The film raises questions about the ethics of pushing athletes beyond their limits for the sake of entertainment, as well as the dangers faced by those involved in the sport.

Over"
3949,Requiem for a Dream (2000),['Drama'],3949,dataset/ml1m-images\3949.jpg,"   ""Requiem for a Dream"" is a 2000 American drama film directed by Darren Aronofsky. Based on the novel of the same name by Hubert Selby Jr., the film tells the story of Harry Goldfarb, a small-time drug dealer living in New York City, and his mother Sara Goldfarb, who are both grappling with addiction and personal demons.

Harry, portrayed by Christian Bale, tries to turn his life around after accidentally overdosing on drugs. However, he quickly falls back into his old ways and gets mixed up with an elderly man named Mr. Burke, played by Martin Landau, who promises him easy money in exchange for transporting illegal substances. As Harry spirals further into addiction and debt, he begins to lose sight of what matters most to him.

Meanwhile, Sara, portrayed by Ellen Burstyn, struggles with depression and feelings of worthlessness as she watches her son slip away. She becomes obsessed with taking medication, leading her to rely on multiple prescription drugs to cope with her pain.

As the film progresses, viewers see Harry and Sara's descent into darkness, culminating in a tragic"
2418,Nothing in Common (1986),['Comedy'],2418,dataset/ml1m-images\2418.jpg,"    ""Nothing in Common"" is a 1986 American comedy-drama film directed by Robert Altman. Written by Albert Brooks, the film stars Brooks as Walter Sobchak, a truck driver and war hero, and Geraldine Chaplin as Barbara Weston, an ambitious news anchor.

Walter, who has had little luck in life, turns to alcoholism and reckless driving after returning from the Vietnam War. He is forced to attend AA meetings as part of his probation following a traffic accident. There he meets Barbara, who is struggling with her own demons as she attempts to make it big in journalism.

Feeling a connection to one another due to their shared sense of hopelessness and loss, Walter and Barbara begin to bond despite coming from vastly different worlds. While they initially have little in common, they soon realize that they share many of the same fears and aspirations.

However, their relationship is tested when Walter confronts his past trauma and Barbra is faced with some difficult decisions at work. Together, they must overcome their differences and learn to support each other if they want to move forward.

The film received generally positive reviews upon release, with many pra"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),['Comedy'],63,dataset/ml1m-images\63.jpg,"    ""Don't Be a Menace to South Central While Drinking Your Juice in the Hood"" is a 1996 American comedy film directed by Ice Cube. Written and produced by Cube and Scott Calhoun, the film parodies several films and TV shows, particularly ""South Park"" and ""Beverly Hills Cop"".

The film follows Jamal, played by Cube, and his friends as they cruise around Long Beach, California, getting into trouble while attempting to stay cool and avoid the law. Jamal and his crew include Snoop Dogg as Happy Carlton and Vince Jones as Uncle Mike. They engage in humorous antics and pop culture references throughout the film.

Jamal and his friends become embroiled in a series of misadventures that involve everything from carjacking to burglary. In one scene, Jamal dresses up as Michael Jackson and crashes a party, causing chaos and confusion among the attendees.

Despite their mischievous behavior, Jamal and his friends eventually get caught and end up in court. Their case goes viral on social media, making them famous nationwide. They go on to"
855,Every Other Weekend (1990),['Drama'],855,dataset/ml1m-images\855.jpg,"      ""Every Other Weekend"" is a 1990 American drama film directed by Brad Anderson. The film stars Joanna Going as Sarah, Kate Burton as Janice, and Jerry Garcia as himself.

Sarah is a troubled teenager who is dealing with the death of her father and growing up without much parental guidance. Her stepfather remarries and moves to a new house with his children, leaving Sarah feeling isolated and alone.

One day, Sarah is introduced to Janice, a friend of her late father's who is staying at her stepmother's home. Janice befriends Sarah and introduces her to Jerry Garcia, the legendary guitarist of the Grateful Dead. Garcia becomes a mentor to Sarah and helps her explore her musical talent.

Through her interactions with Janice and Garcia, Sarah begins to open up and form meaningful connections with others. However, her actions continue to cause tension between her and her stepfamily. Eventually, Sarah realizes the importance of self-care and takes steps to improve her life.

""Every Other Weekend"" received critical acclaim upon release, with many praising the acting and direction. Joanna Going earned particular"
3338,For All Mankind (1989),['Documentary'],3338,dataset/ml1m-images\3338.jpg,"      ""For All Mankind"" is a 1989 American drama film directed by Ron Howard. The film stars Ed Harris as Gene Kranz, Sam Elliot as Roy Scheider, and Frank Langella as President Richard Nixon.

Based on the true events surrounding the 1965 Apollo 13 spaceflight, the film tells the story of Kranz, the flight director, and his efforts to keep the crew alive and return safely to Earth after an explosion occurred aboard the spacecraft. The film also explores the leadership role played by Nixon, who oversaw the rescue effort.

The film captures the intense moments of crisis management and decision-making that took place during the Apollo 13 mission. Harris gives a strong performance as Kranz, portraying his determination and resourcefulness in saving the lives of the astronauts. Elliot is equally impressive as Scheider, the chief pilot who was tasked with landing the damaged Lunar Module.

Langella delivers a memorable portrayal of Nixon, highlighting the president's ability to remain calm and focused during times of crisis. The supporting cast, including Kevin Spacey, Billy Bob Thornton,"
899,Singin' in the Rain (1952),"['Musical', 'Romance']",899,dataset/ml1m-images\899.jpg,"      ""Singin' in the Rain"" is a 1952 American comedy film directed by Gene Kelly and Stanley Donen. Set during the Hollywood Golden Age, the film follows Fred Astaire and Gene Kelly as two tap dancing performers, Don Lockwood and Cosmo Brown, who accidentally kill their leading lady, Lilli Vanessi. To avoid legal consequences, they enlist the help of the musical theater duo, Bill Calhoun and Betty Haynes, to stage a comeback show featuring themselves and Vannessa as the main attraction.

Astaire and Kelly's chemistry and comedic timing shine through as they play off each other in their iconic song and dance numbers, including the title track ""Singin' in the Rain."" The film also features hilarious slapstick humor, memorable lines, and stunning cinematography.

Other notable performances include Debbie Reynolds as Vicki Leigh, Donald Meeker as Bosco, and Clifford Geist as Carl Olsen.

""Singin' in the Rain"" won six Academy Awards, including Best Picture, Best Director, and Best Original Song (""That's How You Get to Heaven""). It remains"
688,Operation Dumbo Drop (1995),"['Action', 'Adventure', 'Comedy', 'War']",688,dataset/ml1m-images\688.jpg,"      ""Operation Dumbo Drop"" is a 1995 American military black comedy film directed by Disney executive producer Dick Cook. The film stars Steve Guttenberg as Capt. Bill Blaskowski, Jeff Daniel Phillips as Maj. Gene Ryder, and Ving Rhames as Tech Sgt. Major Payne. The film is loosely based on the true story of Operation Green Light, which took place during World War II and involved the use of gliders to drop paratroops into enemy territory.

Capt. Blaskowski, a seasoned Airborne officer, leads a ragtag group of soldiers consisting of payroll clerk Max Schaefer, photographer Capt. Bryce, narcotics cop Capt. Lee, and jumper Major Payne, on a dangerous mission to deliver supplies to Chinese resistance fighters during the Japanese invasion of China.

After being hijacked mid-flight, the group lands on a deserted island inhabited by friendly locals and hostile Nazi forces. The soldiers must use their wits and skills to survive and complete their mission, all while contending with bizarre obstacles and strange situations.

Rhames excels in his portrayal of Major Payne, bringing heart"
3428,"Champ, The (1979)",['Drama'],3428,dataset/ml1m-images\3428.jpg,"      ""Champ"" is a 1979 American crime thriller film directed by Jon Badcock. The film stars Richard Pryce as Jimmy Donovan, a con artist who travels to Colombia with the intention of smuggling a prized fight dog named Champ into the US.

Once in Colombia, Donovan enlists the help of local journalist Sofia Montana, played by Natalya Belova, to help him locate Champ's owner, a wealthy businessman named Eduardo Ramirez. Sofia is initially suspicious of Donovan's motives but is swayed by his charm and determination.

Together, Donovan and Sofia enter the dangerous underworld of Colombian organized crime, where they uncover a complex web of corruption, deception, and violence. Along the way, they encounter ruthless thugs, drug cartels, and other nefarious individuals who will stop at nothing to protect their interests.

As the film reaches its climax, Donovan and Sofia must race against time to escape from Colombia before they become victims of the dangerous world they stumbled upon.

The film was praised for its tight plotting, intense suspense, and nuanced characterizations"
812,Magic Hunter (1994),['Drama'],812,dataset/ml1m-images\812.jpg,"      ""Magic Hunter"" is a 1994 Canadian fantasy horror film directed by Stephen King and Bernie Wrightson. The film is adapted from King's short story of the same name and tells the tale of an aging academic named Thomas Callahan, played by Michael Clarke Duncan, who becomes obsessed with hunting down a rare supernatural creature known only as ""The Blatitude.""

Callahan, driven by an insatiable curiosity and a desire for immortality, uses his extensive knowledge of magic and mysticism to track down the elusive beast. But as he draws closer to his quarry, he realizes too late the terrible price of his obsession.

King and Wrightson collaborate once again, this time using a combination of live-action and stop motion animation techniques to bring the film's imaginative settings and creatures to life. The film's atmospheric setting, eerie visuals, and disturbing imagery contribute to its haunting tone.

Although the film received generally negative reviews upon release, it is now considered a cult classic among fans of King and widget enthusiasts.</s>"
